[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2808] Attacker: [DIR: 0; POS: 12,75]; Defender #0: [DIR: 2; POS: 36,46]; Defender #1: [DIR: 1; POS: 54,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2809] Attacker: [DIR: 0; POS: 12,74]; Defender #0: [DIR: 2; POS: 36,47]; Defender #1: [DIR: 1; POS: 55,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2810] Attacker: [DIR: 0; POS: 12,73]; Defender #0: [DIR: 2; POS: 36,48]; Defender #1: [DIR: 1; POS: 56,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2811] Attacker: [DIR: 0; POS: 12,72]; Defender #0: [DIR: 2; POS: 36,49]; Defender #1: [DIR: 1; POS: 57,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2812] Attacker: [DIR: 0; POS: 12,71]; Defender #0: [DIR: 2; POS: 36,50]; Defender #1: [DIR: 1; POS: 58,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2813] Attacker: [DIR: 0; POS: 12,70]; Defender #0: [DIR: 2; POS: 36,51]; Defender #1: [DIR: 1; POS: 59,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2814] Attacker: [DIR: 0; POS: 12,69]; Defender #0: [DIR: 2; POS: 36,52]; Defender #1: [DIR: 1; POS: 60,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2815] Attacker: [DIR: 0; POS: 12,68]; Defender #0: [DIR: 2; POS: 36,53]; Defender #1: [DIR: 1; POS: 61,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2816] Attacker: [DIR: 0; POS: 12,67]; Defender #0: [DIR: 2; POS: 36,54]; Defender #1: [DIR: 1; POS: 62,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2817] Attacker: [DIR: 0; POS: 12,66]; Defender #0: [DIR: 2; POS: 36,55]; Defender #1: [DIR: 1; POS: 63,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2818] Attacker: [DIR: 0; POS: 12,65]; Defender #0: [DIR: 3; POS: 36,56]; Defender #1: [DIR: 1; POS: 64,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2819] Attacker: [DIR: 0; POS: 12,64]; Defender #0: [DIR: 3; POS: 35,56]; Defender #1: [DIR: 1; POS: 65,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2820] Attacker: [DIR: 0; POS: 12,63]; Defender #0: [DIR: 3; POS: 34,56]; Defender #1: [DIR: 1; POS: 66,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2821] Attacker: [DIR: 0; POS: 12,62]; Defender #0: [DIR: 3; POS: 33,56]; Defender #1: [DIR: 1; POS: 67,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2822] Attacker: [DIR: 0; POS: 12,61]; Defender #0: [DIR: 3; POS: 32,56]; Defender #1: [DIR: 1; POS: 68,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2823] Attacker: [DIR: 0; POS: 12,60]; Defender #0: [DIR: 3; POS: 31,56]; Defender #1: [DIR: 1; POS: 69,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2824] Attacker: [DIR: 0; POS: 12,59]; Defender #0: [DIR: 3; POS: 30,56]; Defender #1: [DIR: 1; POS: 70,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2825] Attacker: [DIR: 0; POS: 12,58]; Defender #0: [DIR: 3; POS: 29,56]; Defender #1: [DIR: 1; POS: 71,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2826] Attacker: [DIR: 0; POS: 12,57]; Defender #0: [DIR: 3; POS: 28,56]; Defender #1: [DIR: 0; POS: 72,44]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2827] Attacker: [DIR: 0; POS: 12,56]; Defender #0: [DIR: 3; POS: 27,56]; Defender #1: [DIR: 0; POS: 72,43]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2828] Attacker: [DIR: 0; POS: 12,55]; Defender #0: [DIR: 3; POS: 26,56]; Defender #1: [DIR: 0; POS: 72,42]; Defender #2: [DIR: 3; POS: 54,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2829] Attacker: [DIR: 0; POS: 12,54]; Defender #0: [DIR: 3; POS: 25,56]; Defender #1: [DIR: 0; POS: 72,41]; Defender #2: [DIR: 3; POS: 53,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2830] Attacker: [DIR: 0; POS: 12,53]; Defender #0: [DIR: 2; POS: 24,56]; Defender #1: [DIR: 0; POS: 72,40]; Defender #2: [DIR: 3; POS: 52,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2831] Attacker: [DIR: 0; POS: 12,52]; Defender #0: [DIR: 2; POS: 24,57]; Defender #1: [DIR: 0; POS: 72,39]; Defender #2: [DIR: 3; POS: 51,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2832] Attacker: [DIR: 0; POS: 12,51]; Defender #0: [DIR: 2; POS: 24,58]; Defender #1: [DIR: 0; POS: 72,38]; Defender #2: [DIR: 3; POS: 50,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2833] Attacker: [DIR: 0; POS: 12,50]; Defender #0: [DIR: 2; POS: 24,59]; Defender #1: [DIR: 0; POS: 72,37]; Defender #2: [DIR: 3; POS: 49,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2834] Attacker: [DIR: 0; POS: 12,49]; Defender #0: [DIR: 2; POS: 24,60]; Defender #1: [DIR: 0; POS: 72,36]; Defender #2: [DIR: 3; POS: 48,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2835] Attacker: [DIR: 0; POS: 12,48]; Defender #0: [DIR: 2; POS: 24,61]; Defender #1: [DIR: 0; POS: 72,35]; Defender #2: [DIR: 3; POS: 47,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2836] Attacker: [DIR: 0; POS: 12,47]; Defender #0: [DIR: 2; POS: 24,62]; Defender #1: [DIR: 0; POS: 72,34]; Defender #2: [DIR: 3; POS: 46,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2837] Attacker: [DIR: 0; POS: 12,46]; Defender #0: [DIR: 2; POS: 24,63]; Defender #1: [DIR: 0; POS: 72,33]; Defender #2: [DIR: 3; POS: 45,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2838] Attacker: [DIR: 0; POS: 12,45]; Defender #0: [DIR: 2; POS: 24,64]; Defender #1: [DIR: 1; POS: 72,32]; Defender #2: [DIR: 3; POS: 44,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2839] Attacker: [DIR: 0; POS: 12,44]; Defender #0: [DIR: 2; POS: 24,65]; Defender #1: [DIR: 1; POS: 73,32]; Defender #2: [DIR: 3; POS: 43,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2840] Attacker: [DIR: 0; POS: 12,43]; Defender #0: [DIR: 2; POS: 24,66]; Defender #1: [DIR: 1; POS: 74,32]; Defender #2: [DIR: 3; POS: 42,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2841] Attacker: [DIR: 0; POS: 12,42]; Defender #0: [DIR: 2; POS: 24,67]; Defender #1: [DIR: 1; POS: 75,32]; Defender #2: [DIR: 3; POS: 41,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2842] Attacker: [DIR: 0; POS: 12,41]; Defender #0: [DIR: 3; POS: 24,68]; Defender #1: [DIR: 1; POS: 76,32]; Defender #2: [DIR: 3; POS: 40,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2843] Attacker: [DIR: 0; POS: 12,40]; Defender #0: [DIR: 3; POS: 23,68]; Defender #1: [DIR: 1; POS: 77,32]; Defender #2: [DIR: 3; POS: 39,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2844] Attacker: [DIR: 0; POS: 12,39]; Defender #0: [DIR: 3; POS: 22,68]; Defender #1: [DIR: 1; POS: 78,32]; Defender #2: [DIR: 3; POS: 38,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2845] Attacker: [DIR: 0; POS: 12,38]; Defender #0: [DIR: 3; POS: 21,68]; Defender #1: [DIR: 1; POS: 79,32]; Defender #2: [DIR: 3; POS: 37,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2846] Attacker: [DIR: 0; POS: 12,37]; Defender #0: [DIR: 3; POS: 20,68]; Defender #1: [DIR: 1; POS: 80,32]; Defender #2: [DIR: 2; POS: 36,44]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2847] Attacker: [DIR: 0; POS: 12,36]; Defender #0: [DIR: 3; POS: 19,68]; Defender #1: [DIR: 1; POS: 81,32]; Defender #2: [DIR: 2; POS: 36,45]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2848] Attacker: [DIR: 0; POS: 12,35]; Defender #0: [DIR: 3; POS: 18,68]; Defender #1: [DIR: 1; POS: 82,32]; Defender #2: [DIR: 2; POS: 36,46]; Defender #3: [DIR: 1; POS: 54,44]; 
[Tick #2849] Attacker: [DIR: 0; POS: 12,34]; Defender #0: [DIR: 3; POS: 17,68]; Defender #1: [DIR: 1; POS: 83,32]; Defender #2: [DIR: 2; POS: 36,47]; Defender #3: [DIR: 1; POS: 55,44]; 
[Tick #2850] Attacker: [DIR: 0; POS: 12,33]; Defender #0: [DIR: 3; POS: 16,68]; Defender #1: [DIR: 0; POS: 84,32]; Defender #2: [DIR: 2; POS: 36,48]; Defender #3: [DIR: 1; POS: 56,44]; 
[Tick #2851] Attacker: [DIR: 0; POS: 12,32]; Defender #0: [DIR: 3; POS: 15,68]; Defender #1: [DIR: 0; POS: 84,31]; Defender #2: [DIR: 2; POS: 36,49]; Defender #3: [DIR: 1; POS: 57,44]; 
[Tick #2852] Attacker: [DIR: 0; POS: 12,31]; Defender #0: [DIR: 3; POS: 14,68]; Defender #1: [DIR: 0; POS: 84,30]; Defender #2: [DIR: 2; POS: 36,50]; Defender #3: [DIR: 1; POS: 58,44]; 
[Tick #2853] Attacker: [DIR: 0; POS: 12,30]; Defender #0: [DIR: 3; POS: 13,68]; Defender #1: [DIR: 0; POS: 84,29]; Defender #2: [DIR: 2; POS: 36,51]; Defender #3: [DIR: 1; POS: 59,44]; 
[Tick #2854] Attacker: [DIR: 0; POS: 12,29]; Defender #0: [DIR: 0; POS: 12,68]; Defender #1: [DIR: 0; POS: 84,28]; Defender #2: [DIR: 2; POS: 36,52]; Defender #3: [DIR: 1; POS: 60,44]; 
[Tick #2855] Attacker: [DIR: 0; POS: 12,28]; Defender #0: [DIR: 0; POS: 12,67]; Defender #1: [DIR: 0; POS: 84,27]; Defender #2: [DIR: 2; POS: 36,53]; Defender #3: [DIR: 1; POS: 61,44]; 
[Tick #2856] Attacker: [DIR: 0; POS: 12,27]; Defender #0: [DIR: 0; POS: 12,66]; Defender #1: [DIR: 0; POS: 84,26]; Defender #2: [DIR: 2; POS: 36,54]; Defender #3: [DIR: 1; POS: 62,44]; 
[Tick #2857] Attacker: [DIR: 0; POS: 12,26]; Defender #0: [DIR: 0; POS: 12,65]; Defender #1: [DIR: 0; POS: 84,25]; Defender #2: [DIR: 2; POS: 36,55]; Defender #3: [DIR: 1; POS: 63,44]; 
[Tick #2858] Attacker: [DIR: 0; POS: 12,25]; Defender #0: [DIR: 0; POS: 12,64]; Defender #1: [DIR: 0; POS: 84,24]; Defender #2: [DIR: 2; POS: 36,56]; Defender #3: [DIR: 1; POS: 64,44]; 
[Tick #2859] Attacker: [DIR: 0; POS: 12,24]; Defender #0: [DIR: 0; POS: 12,63]; Defender #1: [DIR: 0; POS: 84,23]; Defender #2: [DIR: 2; POS: 36,57]; Defender #3: [DIR: 1; POS: 65,44]; 
[Tick #2860] Attacker: [DIR: 0; POS: 12,23]; Defender #0: [DIR: 0; POS: 12,62]; Defender #1: [DIR: 0; POS: 84,22]; Defender #2: [DIR: 2; POS: 36,58]; Defender #3: [DIR: 1; POS: 66,44]; 
[Tick #2861] Attacker: [DIR: 0; POS: 12,22]; Defender #0: [DIR: 0; POS: 12,61]; Defender #1: [DIR: 0; POS: 84,21]; Defender #2: [DIR: 2; POS: 36,59]; Defender #3: [DIR: 1; POS: 67,44]; 
[Tick #2862] Attacker: [DIR: 0; POS: 12,21]; Defender #0: [DIR: 0; POS: 12,60]; Defender #1: [DIR: 0; POS: 84,20]; Defender #2: [DIR: 2; POS: 36,60]; Defender #3: [DIR: 1; POS: 68,44]; 
[Tick #2863] Attacker: [DIR: 0; POS: 12,20]; Defender #0: [DIR: 0; POS: 12,59]; Defender #1: [DIR: 0; POS: 84,19]; Defender #2: [DIR: 2; POS: 36,61]; Defender #3: [DIR: 1; POS: 69,44]; 
[Tick #2864] Attacker: [DIR: 0; POS: 12,19]; Defender #0: [DIR: 0; POS: 12,58]; Defender #1: [DIR: 0; POS: 84,18]; Defender #2: [DIR: 2; POS: 36,62]; Defender #3: [DIR: 1; POS: 70,44]; 
[Tick #2865] Attacker: [DIR: 0; POS: 12,18]; Defender #0: [DIR: 0; POS: 12,57]; Defender #1: [DIR: 0; POS: 84,17]; Defender #2: [DIR: 2; POS: 36,63]; Defender #3: [DIR: 1; POS: 71,44]; 
[Tick #2866] Attacker: [DIR: 0; POS: 12,17]; Defender #0: [DIR: 0; POS: 12,56]; Defender #1: [DIR: 1; POS: 84,16]; Defender #2: [DIR: 2; POS: 36,64]; Defender #3: [DIR: 1; POS: 72,44]; 
[Tick #2867] Attacker: [DIR: 1; POS: 12,16]; Defender #0: [DIR: 0; POS: 12,55]; Defender #1: [DIR: 1; POS: 85,16]; Defender #2: [DIR: 2; POS: 36,65]; Defender #3: [DIR: 1; POS: 73,44]; 
[Tick #2868] Attacker: [DIR: 1; POS: 13,16]; Defender #0: [DIR: 0; POS: 12,54]; Defender #1: [DIR: 1; POS: 86,16]; Defender #2: [DIR: 2; POS: 36,66]; Defender #3: [DIR: 1; POS: 74,44]; 
[Tick #2869] Attacker: [DIR: 1; POS: 14,16]; Defender #0: [DIR: 0; POS: 12,53]; Defender #1: [DIR: 1; POS: 87,16]; Defender #2: [DIR: 2; POS: 36,67]; Defender #3: [DIR: 1; POS: 75,44]; 
[Tick #2870] Attacker: [DIR: 1; POS: 15,16]; Defender #0: [DIR: 0; POS: 12,52]; Defender #1: [DIR: 1; POS: 88,16]; Defender #2: [DIR: 1; POS: 36,68]; Defender #3: [DIR: 1; POS: 76,44]; 
[Tick #2871] Attacker: [DIR: 1; POS: 16,16]; Defender #0: [DIR: 0; POS: 12,51]; Defender #1: [DIR: 1; POS: 89,16]; Defender #2: [DIR: 1; POS: 37,68]; Defender #3: [DIR: 1; POS: 77,44]; 
[Tick #2872] Attacker: [DIR: 1; POS: 17,16]; Defender #0: [DIR: 0; POS: 12,50]; Defender #1: [DIR: 1; POS: 90,16]; Defender #2: [DIR: 1; POS: 38,68]; Defender #3: [DIR: 1; POS: 78,44]; 
[Tick #2873] Attacker: [DIR: 1; POS: 18,16]; Defender #0: [DIR: 0; POS: 12,49]; Defender #1: [DIR: 1; POS: 91,16]; Defender #2: [DIR: 1; POS: 39,68]; Defender #3: [DIR: 1; POS: 79,44]; 
[Tick #2874] Attacker: [DIR: 1; POS: 19,16]; Defender #0: [DIR: 0; POS: 12,48]; Defender #1: [DIR: 1; POS: 92,16]; Defender #2: [DIR: 1; POS: 40,68]; Defender #3: [DIR: 1; POS: 80,44]; 
[Tick #2875] Attacker: [DIR: 1; POS: 20,16]; Defender #0: [DIR: 0; POS: 12,47]; Defender #1: [DIR: 1; POS: 93,16]; Defender #2: [DIR: 1; POS: 41,68]; Defender #3: [DIR: 1; POS: 81,44]; 
[Tick #2876] Attacker: [DIR: 1; POS: 21,16]; Defender #0: [DIR: 0; POS: 12,46]; Defender #1: [DIR: 1; POS: 94,16]; Defender #2: [DIR: 1; POS: 42,68]; Defender #3: [DIR: 1; POS: 82,44]; 
[Tick #2877] Attacker: [DIR: 1; POS: 22,16]; Defender #0: [DIR: 0; POS: 12,45]; Defender #1: [DIR: 1; POS: 95,16]; Defender #2: [DIR: 1; POS: 43,68]; Defender #3: [DIR: 1; POS: 83,44]; 
[Tick #2878] Attacker: [DIR: 1; POS: 23,16]; Defender #0: [DIR: 0; POS: 12,44]; Defender #1: [DIR: 1; POS: 96,16]; Defender #2: [DIR: 1; POS: 44,68]; Defender #3: [DIR: 1; POS: 84,44]; 
[Tick #2879] Attacker: [DIR: 0; POS: 24,16]; Defender #0: [DIR: 0; POS: 12,43]; Defender #1: [DIR: 1; POS: 97,16]; Defender #2: [DIR: 1; POS: 45,68]; Defender #3: [DIR: 1; POS: 85,44]; 
[Tick #2880] Attacker: [DIR: 0; POS: 24,15]; Defender #0: [DIR: 0; POS: 12,42]; Defender #1: [DIR: 1; POS: 98,16]; Defender #2: [DIR: 1; POS: 46,68]; Defender #3: [DIR: 1; POS: 86,44]; 
[Tick #2881] Attacker: [DIR: 0; POS: 24,14]; Defender #0: [DIR: 0; POS: 12,41]; Defender #1: [DIR: 1; POS: 99,16]; Defender #2: [DIR: 1; POS: 47,68]; Defender #3: [DIR: 1; POS: 87,44]; 
[Tick #2882] Attacker: [DIR: 0; POS: 24,13]; Defender #0: [DIR: 0; POS: 12,40]; Defender #1: [DIR: 1; POS: 100,16]; Defender #2: [DIR: 1; POS: 48,68]; Defender #3: [DIR: 1; POS: 88,44]; 
[Tick #2883] Attacker: [DIR: 0; POS: 24,12]; Defender #0: [DIR: 0; POS: 12,39]; Defender #1: [DIR: 1; POS: 101,16]; Defender #2: [DIR: 1; POS: 49,68]; Defender #3: [DIR: 1; POS: 89,44]; 
[Tick #2884] Attacker: [DIR: 0; POS: 24,11]; Defender #0: [DIR: 0; POS: 12,38]; Defender #1: [DIR: 1; POS: 102,16]; Defender #2: [DIR: 1; POS: 50,68]; Defender #3: [DIR: 1; POS: 90,44]; 
[Tick #2885] Attacker: [DIR: 0; POS: 24,10]; Defender #0: [DIR: 0; POS: 12,37]; Defender #1: [DIR: 1; POS: 103,16]; Defender #2: [DIR: 1; POS: 51,68]; Defender #3: [DIR: 1; POS: 91,44]; 
[Tick #2886] Attacker: [DIR: 0; POS: 24,9]; Defender #0: [DIR: 0; POS: 12,36]; Defender #1: [DIR: 0; POS: 104,16]; Defender #2: [DIR: 1; POS: 52,68]; Defender #3: [DIR: 1; POS: 92,44]; 
[Tick #2887] Attacker: [DIR: 0; POS: 24,8]; Defender #0: [DIR: 0; POS: 12,35]; Defender #1: [DIR: 0; POS: 104,15]; Defender #2: [DIR: 1; POS: 53,68]; Defender #3: [DIR: 1; POS: 93,44]; 
[Tick #2888] Attacker: [DIR: 0; POS: 24,7]; Defender #0: [DIR: 0; POS: 12,34]; Defender #1: [DIR: 0; POS: 104,14]; Defender #2: [DIR: 1; POS: 54,68]; Defender #3: [DIR: 1; POS: 94,44]; 
[Tick #2889] Attacker: [DIR: 0; POS: 24,6]; Defender #0: [DIR: 0; POS: 12,33]; Defender #1: [DIR: 0; POS: 104,13]; Defender #2: [DIR: 1; POS: 55,68]; Defender #3: [DIR: 1; POS: 95,44]; 
[Tick #2890] Attacker: [DIR: 0; POS: 24,5]; Defender #0: [DIR: 0; POS: 12,32]; Defender #1: [DIR: 0; POS: 104,12]; Defender #2: [DIR: 1; POS: 56,68]; Defender #3: [DIR: 0; POS: 96,44]; 
[Tick #2891] Attacker: [DIR: 3; POS: 24,4]; Defender #0: [DIR: 0; POS: 12,31]; Defender #1: [DIR: 0; POS: 104,11]; Defender #2: [DIR: 1; POS: 57,68]; Defender #3: [DIR: 0; POS: 96,43]; 
[Tick #2892] Attacker: [DIR: 3; POS: 23,4]; Defender #0: [DIR: 0; POS: 12,30]; Defender #1: [DIR: 0; POS: 104,10]; Defender #2: [DIR: 1; POS: 58,68]; Defender #3: [DIR: 0; POS: 96,42]; 
[Tick #2893] Attacker: [DIR: 3; POS: 22,4]; Defender #0: [DIR: 0; POS: 12,29]; Defender #1: [DIR: 0; POS: 104,9]; Defender #2: [DIR: 1; POS: 59,68]; Defender #3: [DIR: 0; POS: 96,41]; 
[Tick #2894] Attacker: [DIR: 3; POS: 21,4]; Defender #0: [DIR: 0; POS: 12,28]; Defender #1: [DIR: 0; POS: 104,8]; Defender #2: [DIR: 1; POS: 60,68]; Defender #3: [DIR: 0; POS: 96,40]; 
[Tick #2895] Attacker: [DIR: 3; POS: 20,4]; Defender #0: [DIR: 0; POS: 12,27]; Defender #1: [DIR: 0; POS: 104,7]; Defender #2: [DIR: 1; POS: 61,68]; Defender #3: [DIR: 0; POS: 96,39]; 
[Tick #2896] Attacker: [DIR: 3; POS: 19,4]; Defender #0: [DIR: 0; POS: 12,26]; Defender #1: [DIR: 0; POS: 104,6]; Defender #2: [DIR: 1; POS: 62,68]; Defender #3: [DIR: 0; POS: 96,38]; 
[Tick #2897] Attacker: [DIR: 3; POS: 18,4]; Defender #0: [DIR: 0; POS: 12,25]; Defender #1: [DIR: 0; POS: 104,5]; Defender #2: [DIR: 1; POS: 63,68]; Defender #3: [DIR: 0; POS: 96,37]; 
[Tick #2898] Attacker: [DIR: 3; POS: 17,4]; Defender #0: [DIR: 0; POS: 12,24]; Defender #1: [DIR: 3; POS: 104,4]; Defender #2: [DIR: 1; POS: 64,68]; Defender #3: [DIR: 0; POS: 96,36]; 
[Tick #2899] Attacker: [DIR: 3; POS: 16,4]; Defender #0: [DIR: 0; POS: 12,23]; Defender #1: [DIR: 3; POS: 103,4]; Defender #2: [DIR: 1; POS: 65,68]; Defender #3: [DIR: 0; POS: 96,35]; 
[Tick #2900] Attacker: [DIR: 3; POS: 15,4]; Defender #0: [DIR: 0; POS: 12,22]; Defender #1: [DIR: 3; POS: 102,4]; Defender #2: [DIR: 1; POS: 66,68]; Defender #3: [DIR: 0; POS: 96,34]; 
[Tick #2901] Attacker: [DIR: 3; POS: 14,4]; Defender #0: [DIR: 0; POS: 12,21]; Defender #1: [DIR: 3; POS: 101,4]; Defender #2: [DIR: 1; POS: 67,68]; Defender #3: [DIR: 0; POS: 96,33]; 
[Tick #2902] Attacker: [DIR: 3; POS: 13,4]; Defender #0: [DIR: 0; POS: 12,20]; Defender #1: [DIR: 3; POS: 100,4]; Defender #2: [DIR: 1; POS: 68,68]; Defender #3: [DIR: 1; POS: 96,32]; 
[Tick #2903] Attacker: [DIR: 3; POS: 12,4]; Defender #0: [DIR: 0; POS: 12,19]; Defender #1: [DIR: 3; POS: 99,4]; Defender #2: [DIR: 1; POS: 69,68]; Defender #3: [DIR: 1; POS: 97,32]; 
[Tick #2904] Attacker: [DIR: 3; POS: 11,4]; Defender #0: [DIR: 0; POS: 12,18]; Defender #1: [DIR: 3; POS: 98,4]; Defender #2: [DIR: 1; POS: 70,68]; Defender #3: [DIR: 1; POS: 98,32]; 
[Tick #2905] Attacker: [DIR: 3; POS: 10,4]; Defender #0: [DIR: 0; POS: 12,17]; Defender #1: [DIR: 3; POS: 97,4]; Defender #2: [DIR: 1; POS: 71,68]; Defender #3: [DIR: 1; POS: 99,32]; 
[Tick #2906] Attacker: [DIR: 3; POS: 9,4]; Defender #0: [DIR: 3; POS: 12,16]; Defender #1: [DIR: 3; POS: 96,4]; Defender #2: [DIR: 0; POS: 72,68]; Defender #3: [DIR: 1; POS: 100,32]; 
[Tick #2907] Attacker: [DIR: 3; POS: 8,4]; Defender #0: [DIR: 3; POS: 11,16]; Defender #1: [DIR: 3; POS: 95,4]; Defender #2: [DIR: 0; POS: 72,67]; Defender #3: [DIR: 1; POS: 101,32]; 
[Tick #2908] Attacker: [DIR: 3; POS: 7,4]; Defender #0: [DIR: 3; POS: 10,16]; Defender #1: [DIR: 3; POS: 94,4]; Defender #2: [DIR: 0; POS: 72,66]; Defender #3: [DIR: 1; POS: 102,32]; 
[Tick #2909] Attacker: [DIR: 3; POS: 6,4]; Defender #0: [DIR: 3; POS: 9,16]; Defender #1: [DIR: 3; POS: 93,4]; Defender #2: [DIR: 0; POS: 72,65]; Defender #3: [DIR: 1; POS: 103,32]; 
[Tick #2910] Attacker: [DIR: 3; POS: 5,4]; Defender #0: [DIR: 3; POS: 8,16]; Defender #1: [DIR: 3; POS: 92,4]; Defender #2: [DIR: 0; POS: 72,64]; Defender #3: [DIR: 1; POS: 104,32]; 
[Tick #2911] Attacker: [DIR: 2; POS: 4,4]; Defender #0: [DIR: 3; POS: 7,16]; Defender #1: [DIR: 3; POS: 91,4]; Defender #2: [DIR: 0; POS: 72,63]; Defender #3: [DIR: 1; POS: 105,32]; 
[Tick #2912] Attacker: [DIR: 2; POS: 4,5]; Defender #0: [DIR: 3; POS: 6,16]; Defender #1: [DIR: 3; POS: 90,4]; Defender #2: [DIR: 0; POS: 72,62]; Defender #3: [DIR: 1; POS: 106,32]; 
[Tick #2913] Attacker: [DIR: 2; POS: 4,6]; Defender #0: [DIR: 3; POS: 5,16]; Defender #1: [DIR: 3; POS: 89,4]; Defender #2: [DIR: 0; POS: 72,61]; Defender #3: [DIR: 1; POS: 107,32]; 
[Tick #2914] Attacker: [DIR: 0; POS: 4,7]; Defender #0: [DIR: 0; POS: 4,16]; Defender #1: [DIR: 3; POS: 88,4]; Defender #2: [DIR: 0; POS: 72,60]; Defender #3: [DIR: 1; POS: 108,32]; 
[Tick #2915] Attacker: [DIR: 0; POS: 4,6]; Defender #0: [DIR: 0; POS: 4,15]; Defender #1: [DIR: 3; POS: 87,4]; Defender #2: [DIR: 0; POS: 72,59]; Defender #3: [DIR: 1; POS: 0,32]; 
[Tick #2916] Attacker: [DIR: 0; POS: 4,5]; Defender #0: [DIR: 0; POS: 4,14]; Defender #1: [DIR: 3; POS: 86,4]; Defender #2: [DIR: 0; POS: 72,58]; Defender #3: [DIR: 1; POS: 1,32]; 
[Tick #2917] Attacker: [DIR: 1; POS: 4,4]; Defender #0: [DIR: 0; POS: 4,13]; Defender #1: [DIR: 3; POS: 85,4]; Defender #2: [DIR: 0; POS: 72,57]; Defender #3: [DIR: 1; POS: 2,32]; 
[Tick #2918] Attacker: [DIR: 1; POS: 5,4]; Defender #0: [DIR: 0; POS: 4,12]; Defender #1: [DIR: 2; POS: 84,4]; Defender #2: [DIR: 0; POS: 72,56]; Defender #3: [DIR: 1; POS: 3,32]; 
